phone_title,const,rating,disp_diag,camera,storage,ram,battery_capacity,year_of_release,log_price,density,Other_oper_syst,battery_type_LiPo,brand_Apple,brand_BlackBerry,brand_Cubot,brand_Gionee,brand_Google,brand_HTC,brand_Honor,brand_Huawei,brand_Infinix,brand_LG,brand_Lava,brand_Lenovo,brand_Motorola,brand_Nokia,brand_OnePlus,brand_Oppo,brand_Realme,brand_Samsung,brand_Sony,brand_Tecno,brand_Vivo
Xiaomi Mi Mix 2 128 GB,1.0,3.3,5.99,5.0,128.0,6.0,3.4,2017,9.615138591096644,6.5016541202505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Mi Note 3 128 GB,1.0,3.0,5.5,16.0,128.0,6.0,3.5,2017,9.305559638557117,6.8548760330578515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Mi Note 3 64 GB,1.0,4.0,5.5,16.0,64.0,6.0,3.5,2017,9.752664662801545,6.8548760330578515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nokia 4.2 32GB,1.0,3.7,5.71,8.0,32.0,3.0,3.0,2019,9.635608107380527,3.3566330614861317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nokia 4.2 16GB,1.0,3.7,5.71,8.0,16.0,2.0,3.0,2019,9.305559638557117,3.3566330614861317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nokia 3.2 16GB,1.0,3.0,6.2,5.0,16.0,2.0,4.0,2019,9.433483923290392,2.8470343392299684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nokia 1 Plus 16GB,1.0,5.0,5.45,5.0,16.0,1.0,2.5,2021,9.305559638557117,1.5513845635889234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nokia 1 Plus 8GB,1.0,5.0,5.45,5.0,8.0,1.0,2.5,2021,9.74090979777877,1.5513845635889234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nokia 9 PureView,1.0,3.0,5.99,20.0,128.0,6.0,3.32,2019,10.950806546816688,11.558496213778668,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nokia 7.1 32GB,1.0,4.8,5.84,8.0,32.0,3.0,3.06,2018,9.769956159911606,7.219928692062301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nokia 5.1 Plus X5 32GB,1.0,3.8,5.86,8.0,32.0,3.0,3.06,2018,9.581903928408666,3.1869911123018317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nokia 3.1 16GB,1.0,2.8,5.2,8.0,16.0,2.0,2.99,2018,9.210340371976184,3.834319526627219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nokia 5.1 16GB,1.0,3.3,5.5,8.0,16.0,2.0,2.97,2018,9.305650551780507,7.711735537190082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nokia 2.1,1.0,3.2,5.5,5.0,8.0,1.0,4.0,2018,9.047821442478408,3.0466115702479337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nokia 5,1.0,3.7,5.2,8.0,16.0,2.0,3.0,2017,9.433483923290392,3.4082840236686387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Xiaomi Redmi Note 8 4GB/64GB,1.0,4.6,6.3,13.0,64.0,4.0,4.0,2019,9.825526011066415,6.36734693877551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Black Shark 2 Pro 12GB/128GB,1.0,5.0,6.39,20.0,128.0,12.0,4.0,2019,11.376315051307444,6.189248165046618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Black Shark 2 Pro 8GB/128GB,1.0,5.0,6.39,20.0,128.0,8.0,4.0,2019,11.376315051307444,6.189248165046618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Black Shark 2 8GB/256GB,1.0,4.5,6.39,20.0,256.0,8.0,4.0,2018,11.015345067954259,6.189248165046618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Black Shark 2 8GB/128GB,1.0,4.5,6.39,20.0,128.0,8.0,4.0,2019,10.611818868421114,6.189248165046618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Black Shark 2 6GB/128GB,1.0,5.0,6.39,20.0,128.0,6.0,4.0,2019,9.448569560708433,6.189248165046618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Black Shark 8GB/128GB,1.0,3.7,5.99,20.0,128.0,8.0,4.0,2018,9.448569560708433,6.5016541202505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Black Shark 6GB/64GB,1.0,5.0,5.99,20.0,64.0,6.0,4.0,2018,9.448569560708433,6.5016541202505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Mi CC9mt (Meitu Edition) 8GB/256GB,1.0,3.7,6.39,32.0,256.0,8.0,4.03,2019,11.522875795823397,6.189248165046618,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Mi CC9 6GB/128GB,1.0,3.7,6.39,32.0,128.0,6.0,4.03,2019,11.350406535472453,6.189248165046618,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Mi CC9 6GB/64GB,1.0,5.0,6.39,32.0,64.0,6.0,4.03,2019,11.350406535472453,6.189248165046618,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Redmi K20 Pro 8GB/256GB,1.0,4.0,6.39,20.0,256.0,8.0,4.0,2019,11.429532986406885,6.189248165046618,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Redmi K20 Pro 8GB/128GB,1.0,5.0,6.39,20.0,128.0,8.0,4.0,2019,11.429532986406885,6.189248165046618,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Redmi K20 Pro 6GB/128GB,1.0,4.7,6.39,20.0,128.0,6.0,4.0,2019,10.621327345686446,6.189248165046618,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Redmi K20 Pro 6GB/64GB,1.0,3.9,6.39,20.0,64.0,6.0,4.0,2019,10.532096211958502,6.189248165046618,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Redmi K20 8GB/256GB,1.0,5.0,6.39,20.0,256.0,8.0,4.0,2019,11.429532986406885,6.189248165046618,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Redmi K20 6GB/128GB,1.0,4.5,6.39,20.0,128.0,6.0,4.0,2019,10.60905725309463,6.189248165046618,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Redmi K20 6GB/64GB,1.0,3.0,6.39,20.0,64.0,6.0,4.0,2019,10.532069544936274,6.189248165046618,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Mi Mix 2S 6GB/128GB,1.0,4.0,5.99,5.0,128.0,6.0,3.4,2018,9.471935109664646,6.5016541202505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi Mi 8 Lite 6GB/128GB,1.0,5.0,6.26,24.0,128.0,6.0,3.35,2018,10.184862275413241,6.283620328879544,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple iPhone SE (2020) 256GB,1.0,4.5,4.7,7.0,256.0,3.0,1.821,2020,11.156236235215168,4.529198732458124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple iPhone SE (2020) 128GB,1.0,3.6,4.7,7.0,128.0,3.0,1.821,2020,10.950789002803143,4.529198732458124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple iPhone SE (2020) 64GB,1.0,3.7,4.7,7.0,64.0,3.0,1.821,2020,10.849317668987577,4.529198732458124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple iPhone 11 Pro Max 512GB,1.0,4.4,6.5,12.0,512.0,4.0,3.5,2019,12.0015054797889,7.901765680473374,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple iPhone 11 Pro Max 256GB,1.0,3.4,6.5,12.0,256.0,4.0,3.5,2019,11.809312043052154,7.901765680473374,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple iPhone 11 Pro Max 64GB,1.0,4.1,6.5,12.0,64.0,4.0,3.5,2019,11.699396733123224,7.901765680473374,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple iPhone 11 Pro 512GB,1.0,3.0,5.8,12.0,512.0,4.0,3.19,2019,12.043553716032399,8.14655172413793,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple iPhone 11 Pro 256GB,1.0,3.4,5.8,12.0,256.0,4.0,3.19,2019,11.759777730371237,8.14655172413793,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple iPhone 11 Pro 64GB,1.0,3.5,5.8,12.0,64.0,4.0,3.19,2019,11.608235644774552,8.14655172413793,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple iPhone 11 256GB,1.0,3.7,6.1,12.0,256.0,4.0,3.11,2019,11.451039422897681,3.987573233001882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple iPhone 11 128GB,1.0,4.1,6.1,12.0,128.0,4.0,3.11,2019,11.314462331050079,3.987573233001882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple iPhone 11 64GB,1.0,3.5,6.1,12.0,64.0,4.0,3.11,2019,11.251547713738502,3.987573233001882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple iPhone 6s Plus 128 GB,1.0,4.3,5.5,5.0,128.0,2.0,2.75,2015,10.404262840448617,6.8548760330578515,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tecno L9 Plus,1.0,3.8,6.0,5.0,16.0,2.0,5.0,2017,10.308919326755392,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tecno L9,1.0,3.7,5.5,5.0,16.0,1.0,4.0,2017,10.308919326755392,3.0466115702479337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tecno WX3 P,1.0,3.8,5.0,5.0,8.0,1.0,5.0,2017,10.126591103050316,1.63968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tecno WX3,1.0,3.3,5.0,5.0,8.0,1.0,2.5,2017,8.85366542803745,1.63968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tecno Spark Plus K9,1.0,3.8,6.0,5.0,16.0,2.0,3.4,2017,9.546741177474825,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tecno Spark K7,1.0,3.6,5.5,5.0,16.0,1.0,3.0,2017,9.546741177474825,3.0466115702479337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tecno W4 4G,1.0,3.5,5.0,2.0,16.0,1.0,2.5,2016,10.308919326755392,3.6864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tecno W3 3G,1.0,3.6,5.0,2.0,8.0,1.0,2.5,2017,9.961567763612653,1.63968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Oppo Reno 4 4G 8GB/128GB,1.0,5.0,6.4,32.0,128.0,8.0,4.015,2020,10.532069544936274,6.328124999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Oppo A52 4GB/128GB,1.0,2.8,6.5,16.0,128.0,4.0,5.0,2020,9.928131383448887,6.13491124260355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Oppo A12 4GB/64GB,1.0,3.7,6.22,5.0,64.0,4.0,4.23,2020,9.103868127465667,2.8287548722614533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Oppo A12 3GB/32GB,1.0,4.5,6.22,5.0,32.0,3.0,4.23,2020,9.61573881119536,2.8287548722614533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Oppo A92 8GB/128GB,1.0,3.3,6.5,16.0,128.0,8.0,5.0,2020,10.257659366256743,6.13491124260355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Oppo Ace 2 8GB/128GB,1.0,4.0,6.55,16.0,128.0,8.0,4.0,2020,9.532351404751555,6.041605967018239,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Oppo A31 Pro 4GB/128GB,1.0,2.7,6.5,8.0,128.0,4.0,4.23,2020,9.918326902732767,2.7266272189349112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Oppo Find X2 12GB/256GB,1.0,4.0,6.7,32.0,256.0,12.0,4.2,2020,9.998797732340453,10.15602584094453,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Realme Narzo 10A 3GB/32GB,1.0,3.3,6.5,5.0,32.0,3.0,5.0,2020,9.567944883732848,2.7266272189349112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Realme 5 Pro 4GB/64GB,1.0,5.0,6.3,16.0,64.0,4.0,4.035,2019,10.308619271743055,6.36734693877551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Realme 5 3GB/32GB,1.0,5.0,6.5,13.0,32.0,3.0,5.0,2019,10.491274217438248,2.7266272189349112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Realme X2 6GB/64GB,1.0,5.0,6.4,32.0,64.0,6.0,4.0,2019,10.491274217438248,6.169921874999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Realme X2 4GB/64GB,1.0,3.5,6.4,32.0,64.0,4.0,4.0,2019,9.66770192587285,6.169921874999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Realme C3 2GB/32GB,1.0,3.6,6.5,5.0,32.0,2.0,5.0,2020,10.126591103050316,2.6584615384615384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Samsung Galaxy Note 20 Ultra 5G 12GB/512GB,1.0,4.2,6.9,10.0,512.0,12.0,4.5,2020,11.964001084330445,9.339886578449903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Samsung Galaxy Note 20 Ultra 5G 12GB/256GB,1.0,5.0,6.9,10.0,256.0,12.0,4.5,2020,11.782944968566367,9.339886578449903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Samsung Galaxy Note 20 8GB/256GB,1.0,4.7,6.7,10.0,256.0,8.0,4.3,2020,11.407553838139561,5.774114502116284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Samsung Galaxy A3 Core 1GB/16GB,1.0,5.0,5.3,5.0,16.0,1.0,3.0,2021,9.210340371976184,3.793520825916696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Samsung Galaxy M31s 6GB/128GB,1.0,4.1,6.5,32.0,128.0,6.0,6.0,2020,9.66770192587285,6.13491124260355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Samsung Galaxy M01s 3GB/32GB,1.0,5.0,6.2,8.0,32.0,3.0,4.0,2020,10.42225158360364,2.8470343392299684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Samsung Galaxy Z Flip 5G 8GB/256GB,1.0,5.0,6.7,10.0,256.0,8.0,3.3,2020,10.203555107263542,6.341902428157718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Samsung Galaxy A01 Core 1GB/16GB,1.0,5.0,5.3,5.0,16.0,1.0,3.0,2020,9.961567763612653,3.793520825916696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Samsung Galaxy M01 3GB/32GB,1.0,2.3,5.7,5.0,32.0,3.0,4.0,2020,9.510370887608827,3.3684210526315788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Samsung Galaxy A Quantum 8GB/128GB,1.0,3.6,6.7,32.0,128.0,8.0,4.5,2020,10.341710224882465,5.774114502116284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Samsung Galaxy A21s 4GB/64GB,1.0,3.3,6.5,13.0,64.0,4.0,5.0,2020,9.8933867103567,2.7266272189349112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Samsung Galaxy A51 5G 8GB/128GB,1.0,4.1,6.5,32.0,128.0,8.0,4.5,2020,10.308919326755392,6.13491124260355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Samsung Galaxy M11 3GB/32GB,1.0,2.5,6.4,8.0,32.0,3.0,5.0,2020,9.680281499268713,2.7421874999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Huawei Y7 Prime,1.0,3.2,5.5,8.0,32.0,3.0,4.0,2017,9.648595302907339,3.0466115702479337,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Huawei Y3 2017,1.0,3.7,5.0,2.0,8.0,1.0,2.2,2017,8.987196820661973,1.63968,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Huawei P10 Plus 64GB,1.0,4.2,5.5,8.0,64.0,4.0,3.75,2017,10.778956289890028,12.186446280991735,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Huawei Mate 10,1.0,4.2,5.9,8.0,64.0,4.0,4.0,2017,10.239959789157341,10.5900603274921,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Huawei P10 Lite 4 GB RAM,1.0,4.0,5.2,8.0,32.0,4.0,3.0,2017,9.975808214115753,7.668639053254438,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Oppo A3s,1.0,4.1,6.2,8.0,16.0,2.0,4.23,2018,9.392661928770137,2.8470343392299684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Oppo F9,1.0,3.7,6.3,25.0,64.0,4.0,3.5,2018,10.06475570013225,6.36734693877551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Oppo F7,1.0,4.2,6.23,25.0,64.0,4.0,3.4,2018,9.38429367909962,6.344282442177729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Oppo A83,1.0,3.4,5.7,8.0,32.0,3.0,3.18,2018,10.06475570013225,3.191135734072022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Oppo F5 64GB,1.0,4.3,6.0,20.0,64.0,6.0,3.2,2017,9.680344001221918,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Oppo F5,1.0,4.2,6.0,20.0,32.0,4.0,3.2,2017,9.615805480084347,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OnePlus 8 Pro 12GB/256GB,1.0,5.0,6.78,16.0,256.0,12.0,4.51,2020,11.406442096927323,9.92403477171274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OnePlus 8 Pro 8GB/128GB,1.0,4.7,6.78,16.0,128.0,8.0,4.51,2020,11.326583838513384,9.92403477171274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OnePlus 8 12GB/256GB,1.0,5.0,6.55,16.0,256.0,12.0,4.3,2020,11.141861783579396,6.041605967018239,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OnePlus 8 8GB/128GB,1.0,5.0,6.55,16.0,128.0,8.0,4.3,2020,11.066622737219737,6.041605967018239,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OnePlus 7T Pro 12GB/256GB,1.0,5.0,6.67,16.0,256.0,12.0,4.085,2019,11.440354772135393,10.098698776548757,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OnePlus 7T Pro 8GB/256GB,1.0,3.7,6.67,16.0,256.0,8.0,4.085,2019,11.082127164144046,10.098698776548757,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OnePlus 7 Pro 8GB/256GB,1.0,3.9,6.67,16.0,256.0,8.0,4.0,2019,11.002083174398681,10.098698776548757,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OnePlus 7T 8GB/256GB,1.0,5.0,6.55,16.0,256.0,8.0,3.8,2019,10.905955980651335,6.041605967018239,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OnePlus 7T 8GB/128GB,1.0,4.7,6.55,16.0,128.0,8.0,3.8,2019,10.878028324431728,6.041605967018239,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OnePlus 7 256GB,1.0,3.4,6.41,16.0,256.0,8.0,3.7,2019,10.819778284410283,6.1506859650361045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OnePlus 6T 128GB,1.0,5.0,6.41,16.0,128.0,6.0,3.7,2018,10.915088464214607,6.1506859650361045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OnePlus 6 128GB,1.0,3.6,6.28,16.0,128.0,8.0,3.3,2018,10.87804719253426,6.243661000446265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OnePlus 6,1.0,4.3,6.28,16.0,64.0,6.0,3.3,2018,10.968198289528557,6.243661000446265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OnePlus 5T 128GB,1.0,4.7,6.01,16.0,128.0,8.0,3.3,2017,11.127248278167759,6.4584538802495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OnePlus 5T 64GB,1.0,4.7,6.01,16.0,64.0,6.0,3.3,2017,11.127248278167759,6.4584538802495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OnePlus 5 128GB,1.0,4.6,5.5,16.0,128.0,8.0,3.3,2017,11.127248278167759,6.8548760330578515,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Honor 9C 4GB/64GB,1.0,4.0,6.39,8.0,64.0,4.0,4.0,2020,10.714395546283317,2.7507769622429414,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
